Id,preco
151,663414.44
152,950574.7
153,814427.7
154,469911.6
155,535390.2
156,525543.25
157,391699.44
158,607507.94
159,2044368.8
160,1206741.4
161,465744.53
162,1030170.5
163,476658.88
164,357323.22
165,331069.3
166,548424.9
167,595123.94
168,361642.12
169,1131863.4
170,625002.25
171,427899.38
172,624578.56
173,691852.7
174,543750.8
175,2047883.0
176,739886.94
177,370169.5
178,1131445.8
179,292682.72
180,880962.44
181,390173.47
182,3043551.0
183,675232.56
184,748301.56
185,417235.56
186,544192.8
187,504857.97
188,1288066.9
189,370880.47
190,1775123.4
191,1078408.5
192,293089.7
193,380510.1
194,281758.4
195,683622.8
196,257815.39
197,1154646.5
198,316073.97
199,554188.3
200,1283598.4
201,308063.6
202,623047.9
203,1308374.6
204,681792.6
205,271095.72
206,196922.61
207,368733.75
208,1098850.0
209,1591091.9
210,595978.2
211,3495160.2
212,499026.62
213,592644.4
214,1157263.6
215,394299.38
216,284677.88
217,597254.94
218,533477.9
219,349103.1
220,555283.94
221,907480.75
222,2715046.5
223,310109.28
224,357979.47
225,689995.8
226,398852.9
227,605776.4
228,2943309.8
229,557405.7
230,371497.84
231,451390.97
232,327938.25
233,643205.1
234,546477.0
235,300574.8
236,1008442.25
237,1533926.6
238,1082833.8
239,539880.6
240,829859.9
241,268878.56
242,559991.94
243,438281.97
244,800258.8
245,326934.94
246,656557.7
247,637127.5
248,522317.97
249,897481.56
250,1839738.0
251,374342.25
252,558371.9
253,599554.8
254,626700.9
255,698494.9
256,318856.9
257,785115.0
258,2446875.2
259,1105317.0
260,629410.56
261,657491.3
262,302072.84
263,835957.06
264,316784.03
265,438103.53
266,383684.3
267,711602.0
268,406859.62
269,1342268.8
270,371523.0
271,712437.94
272,721359.94
273,478466.97
274,511421.28
275,432506.7
276,361821.53
277,1295983.5
278,318856.9
279,914528.44
280,251304.02
281,930748.06
282,369795.84
283,381346.72
284,1356557.1
285,3235356.8
286,405590.5
287,930989.5
288,560391.56
289,911660.06
290,830580.4
291,725728.5
292,921165.2
293,540894.9
294,2526043.0
295,447566.94
296,503639.88
297,1017535.75
298,490147.12
299,635578.8
300,1169989.8
301,760783.25
302,347363.88
303,557954.0
304,370142.7
305,345445.5
306,279535.06
307,478860.9
308,425135.88
309,596681.1
310,223797.03
311,1753954.0
312,1436554.6
313,482883.7
314,324964.47
315,1228928.5
316,1432237.4
317,1360145.4
318,406893.4
319,426394.6
320,326720.5
321,1909838.4
322,1160396.8
323,408637.5
324,301786.06
325,648189.25
326,422717.4
327,1604681.6
328,1034051.56
329,408507.34
330,766104.75
331,424681.6
332,631303.0
333,1162445.8
334,1595741.9
335,497179.72
336,279078.53
337,531257.2
338,1018879.7
339,457888.47
340,436595.75
341,841227.3
342,1089088.0
343,1197513.8
344,1034408.6
345,637323.8
346,427887.12
347,736252.1
348,528527.8
349,1103911.8
350,411636.34
351,1324407.2
352,489318.12
353,1302779.2
354,391227.94
355,607083.44
356,509538.72
357,1221938.8
358,383876.47
359,825396.44
360,361152.03
361,1041754.3
362,264327.8
363,325902.66
364,463601.47
365,818982.5
366,1221948.0
367,246215.02
368,1623727.1
369,1746456.2
370,341749.62
371,418450.56
372,728294.5
373,1176914.8
374,823815.75
375,2752612.8
376,376838.5
377,533168.1
378,931427.3
379,558270.7
380,559422.94
381,339017.38
382,539880.6
383,959241.5
384,448973.44
385,496461.9
386,1165169.5
387,1096944.5
388,342002.3
389,823658.6
390,524973.7
391,437129.03
392,926997.4
393,524691.44
394,324964.47
395,356735.2
396,427429.53
397,467284.78
398,630711.44
399,667363.3
400,688268.06
401,416692.38
402,472101.38
403,355123.53
404,831191.3
405,1533496.6
406,356378.5
407,599554.8
408,931529.5
409,530078.5
410,494103.06
411,315869.06
412,242485.66
413,437913.06
414,523704.1
415,707370.44
416,687555.56
417,495986.78
418,360186.2
419,296375.75
420,535162.5
421,382253.72
422,279719.34
423,275371.94
424,251269.98
425,654353.6
426,937270.0
427,1035700.75
428,3196843.5
429,368841.0
430,307735.6
431,321786.47
432,1025234.75
433,232763.14
434,1275100.5
435,572932.4
436,1837139.6
437,1995931.4
438,367997.06
439,228946.53
440,726254.0
441,373498.2
442,262418.4
443,401822.88
444,872898.0
445,806230.0
446,248598.28
447,398939.28
448,928825.6
449,379575.0
450,280008.94
451,1103911.8
452,968020.5
453,467678.9
454,304390.06
455,529073.0
456,790711.5
457,329345.5
458,381135.84
459,346137.38
460,251304.02
461,666365.5
462,367370.1
463,533498.25
464,340798.62
465,547004.6
466,1053476.5
467,1393658.5
468,1266280.9
469,4265091.0
470,1077170.0
471,542211.3
472,380204.66
473,204511.45
474,397135.03
475,1327510.5
476,865067.44
477,407370.56
478,263227.0
479,767999.4
480,565443.75
481,1369001.1
482,780829.7
483,407021.1
484,582341.2
485,639391.25
486,1580841.8
487,509645.12
488,988503.5
489,368451.12
490,764741.2
491,360204.4
492,405896.56
493,400865.6
494,575286.7
495,1638803.4
496,989085.3
497,565054.0
498,629011.56
499,512177.34
500,1172608.1
501,1739511.5
502,552043.0
503,291366.84
504,402003.0
505,1578252.2
506,1413754.4
507,623375.94
508,293268.06
509,504321.4
510,791655.44
511,515217.16
512,1800215.0
513,370078.78
514,343957.0
515,408627.75
516,874536.2
517,739950.44
518,640136.2
519,425754.6
520,2007921.0
521,902307.25
522,614479.75
523,269526.8
524,1103911.8
525,1506007.6
526,884968.1
527,1491968.1
528,551095.1
529,319765.3
530,903706.7
531,1101516.1
532,614766.4
533,854156.2
534,351007.66
535,369077.12
536,477624.9
537,2679546.0
538,1351278.8
539,1329457.8
540,355535.94
541,323265.66
542,646867.75
543,842607.56
544,439083.12
545,594175.75
546,264159.72
547,1144429.2
548,362518.2
549,351164.0
550,660133.25
551,441539.2
552,1059091.4
553,376505.5
554,421382.34
555,337277.56
556,384979.62
557,430145.6
558,309303.25
559,1451333.1
560,613862.44
561,478141.28
562,227530.19
563,597092.6
564,558443.75
565,586877.75
566,323513.3
567,330270.53
568,586586.2
569,733192.94
570,217854.38
571,870573.56
572,423336.28
573,782476.4
574,395684.5
575,401130.25
576,1524661.1
577,1048030.2
578,254262.17
579,806370.75
580,1038992.1
581,413825.2
582,4401843.5
583,2348158.0
584,390976.56
585,1345632.0
586,805254.9
587,1342268.8
588,1296464.4
589,624700.1
590,353823.06
591,1029340.7
592,370469.0
593,521567.84
594,336715.16
595,393115.53
596,551179.75
597,447450.44
598,700886.44
599,562478.7
600,615046.7
601,656318.56
602,819116.06
603,378943.5
604,499593.28
605,1304722.6
606,216858.56
607,769931.75
608,534798.75
609,1101884.9
610,396260.38
611,665748.06
612,504126.66
613,829096.5
614,589405.1
615,2787754.2
616,359092.78
617,417880.28
618,305632.4
619,320428.34
620,397858.72
621,412124.6
622,4728703.5
623,1539165.4
624,384577.1
625,578629.3
626,286522.88
627,2115775.2
628,387611.1
629,1116003.2
630,351327.12
631,843983.56
632,424102.44
633,615482.06
634,404735.78
635,437350.88
636,598525.94
637,559991.94
638,394542.38
639,192851.33
640,641862.56
641,1077697.1
642,450460.38
643,524103.3
644,424055.12
645,573152.06
646,358824.03
647,312848.94
648,406813.06
649,346649.06
650,527348.7
651,913777.8
652,454902.66
653,521620.56
654,327941.06
655,1226289.6
656,310445.12
657,246199.52
658,417278.16
659,373491.78
660,539686.06
661,1139984.9
662,542538.75
663,484033.56
664,556166.9
665,324359.78
666,535813.6
667,596867.75
668,794933.56
669,809026.7
670,1208369.8
671,643205.1
672,352092.22
673,759675.44
674,943682.0
675,456922.25
676,409448.9
677,559589.44
678,321934.44
679,223944.34
680,603088.5
681,349725.9
682,371497.84
683,379791.9
684,420988.28
685,893827.5
686,2231837.2
687,395031.06
688,629011.56
689,281486.34
690,748233.75
691,955157.4
692,598760.56
693,980259.2
694,613651.7
695,767189.75
696,523704.1
697,334544.7
698,878747.25
699,339344.4
700,517184.34
701,370880.47
702,620990.6
703,817495.2
704,821806.94
705,398678.75
706,346128.12
707,1724720.8
708,182874.98
709,3206110.0
710,264262.28
711,816734.6
712,381752.44
713,303449.53
714,590114.4
715,1107629.0
716,748879.8
717,1097780.6
718,589269.1
719,170598.25
720,220838.34
721,348824.88
722,511363.25
723,198190.56
724,1000461.9
725,449817.3
726,985967.06
727,476021.53
728,694498.9
729,434419.84
730,649280.6
731,942703.3
732,270527.78
733,415791.7
734,600600.4
735,403668.4
736,206103.86
737,373050.72
738,1505314.0
739,703486.7
740,503609.6
741,1532742.2
742,837228.8
743,395254.53
744,279267.56
745,356735.2
746,344005.22
747,942670.06
748,837539.44
749,381646.16
750,382322.28
751,289945.94
752,286624.0
753,483298.3
754,329032.2
755,851134.56
756,524134.78
757,541279.8
758,438767.5
759,341065.25
760,694340.6
761,594490.3
762,651994.6
763,213315.77
764,954177.75
765,259449.2
766,793059.44
767,2345734.0
768,595123.94
769,884968.1
770,401914.06
771,1492461.9
772,1120676.9
773,814477.44
774,1837670.5
775,892835.8
776,1873361.4
777,1359984.6
778,241168.34
779,363675.78
780,353418.38
781,328201.38
782,388631.94
783,940244.1
784,340608.88
785,513622.75
786,239009.66
787,903800.6
788,319197.06
789,196740.52
790,383945.66
791,737815.3
792,278735.12
793,375245.84
794,799194.1
795,533720.1
796,543284.3
797,301405.25
798,1018791.25
799,449854.2
800,768695.5
801,399284.5
802,1395855.9
803,1419857.6
804,415983.66
805,271542.3
806,224971.61
807,223877.72
808,553114.9
809,1331458.8
810,598829.06
811,660135.2
812,408915.84
813,309560.56
814,695294.1
815,943601.9
816,1638065.8
817,429905.28
818,298352.94
819,1122273.6
820,828669.6
821,441923.4
822,548606.4
823,897012.7
824,417436.97
825,3081745.2
826,324999.16
827,354832.4
828,536840.7
829,225205.38
830,929163.2
831,632580.06
832,192090.69
833,718268.75
834,221811.17
835,923506.7
836,1101495.1
837,511421.28
838,987462.3
839,373832.8
840,399589.62
841,386909.03
842,863473.4
843,862202.9
844,743443.25
845,960143.9
846,373747.97
847,284487.88
848,372069.38
849,703071.56
850,628723.06
851,583105.9
852,439961.28
853,613634.1
854,353871.97
855,341752.56
856,320583.62
857,714261.8
858,324595.88
859,1406391.9
860,358311.44
861,295229.03
862,605847.44
863,413803.88
864,421745.38
865,1498097.5
866,320193.44
867,877401.56
868,3092978.0
869,333545.34
870,649872.2
871,1407614.2
872,520871.94
873,1317228.8
874,1579583.4
875,226573.33
876,1254539.6
877,438552.06
878,291133.25
879,200219.88
880,588838.8
881,1103911.8
882,1371936.6
883,301472.78
884,1848519.1
885,2244623.2
886,688734.25
887,238176.17
888,360348.38
889,612227.75
890,664153.8
891,912390.7
892,731578.06
893,220700.45
894,222391.97
895,1451057.6
896,595843.5
897,232731.84
898,378571.8
899,577432.56
900,1227799.1
901,478466.97
902,364341.94
903,947480.25
904,550006.7
905,593899.9
906,774751.06
907,1058484.6
908,928828.3
909,2273687.0
910,493199.16
911,386972.88
912,305268.88
913,1478883.0
914,1031402.25
915,1490720.8
916,342489.62
917,2859009.8
918,465241.12
919,336686.25
920,379319.88
921,2988651.0
922,863275.75
923,209673.81
924,357606.84
925,424226.62
926,436822.3
927,613745.94
928,407941.28
929,1169814.6
930,329393.22
931,475627.2
932,640748.8
933,406047.2
934,709058.3
935,237312.78
936,329286.12
937,2031351.5
938,328565.6
939,1342268.8
940,485292.62
941,4482835.5
942,944697.7
943,861721.1
944,548625.75
945,984506.0
946,322432.5
947,430065.6
948,603908.06
949,1035008.56
950,503139.16
951,631007.44
952,1013094.25
953,1356700.8
954,1825826.6
955,394548.03
956,1638465.8
957,299394.12
958,341807.0
959,338400.4
960,943854.8
961,618285.4
962,521314.72
963,473538.0
964,2107416.0
965,496699.62
966,295109.1
967,812721.5
968,1019422.0
969,535813.6
970,1606995.6
971,367870.75
972,586079.06
973,239849.48
974,319179.1
975,194162.12
976,335841.88
977,456575.1
978,4281592.0
979,605170.7
980,227011.73
981,484616.03
982,381346.72
983,324595.88
984,230320.06
985,792354.9
986,1315046.0
987,1709292.6
988,652124.0
989,367130.88
990,362009.28
991,1101763.0
992,890716.44
993,270194.4
994,618361.44
995,1359407.6
996,635900.75
997,494037.56
998,588137.8
999,657628.6
1000,528796.06
1001,4280857.0
1002,755870.56
1003,307263.2
1004,1375689.0
1005,268269.47
1006,356364.56
1007,717663.5
1008,844399.8
1009,324269.47
1010,286687.7
1011,1067064.1
1012,545899.8
1013,510952.78
1014,275093.72
1015,539880.6
1016,597314.2
1017,188459.4
1018,726585.8
1019,274565.3
1020,407202.78
1021,324388.84
1022,295686.06
1023,341882.97
1024,2560063.8
1025,1094219.5
1026,1243030.5
1027,535075.75
1028,1121740.8
1029,1185401.2
1030,574610.6
1031,540421.5
1032,199840.64
1033,1799868.2
1034,376609.28
1035,446964.66
1036,544192.8
1037,225968.9
1038,1411260.9
1039,403849.75
1040,358876.75
1041,365341.94
1042,226429.25
1043,999697.94
1044,448037.56
1045,429555.7
1046,639864.0
1047,897012.7
1048,1005266.9
1049,1359407.6
1050,910903.1
1051,445033.22
1052,2361182.5
1053,933608.8
1054,1631701.4
1055,362592.16
1056,284518.0
1057,524447.3
1058,972970.3
1059,1447520.8
1060,410172.3
1061,230518.7
1062,4401843.5
1063,836338.2
1064,540487.5
1065,587681.44
1066,423518.0
1067,376803.28
1068,651287.44
1069,1276765.1
1070,1470718.4
1071,765108.8
1072,2373192.5
1073,615280.2
1074,357267.7
1075,353796.06
1076,369032.4
1077,361011.2
1078,194694.11
1079,407021.1
1080,669519.94
1081,400025.44
1082,772250.4
1083,1439385.1
1084,315237.1
1085,608572.0
1086,223124.67
1087,484868.88
1088,555937.25
1089,400472.4
1090,379238.5
1091,1427236.1
1092,845153.06
1093,427253.06
1094,773515.2
1095,234227.25
1096,668080.4
1097,940156.25
1098,654987.94
1099,514204.5
1100,1087021.0
1101,1047722.4
1102,465342.28
1103,1107629.0
1104,840831.1
1105,523791.5
1106,432697.3
1107,1074832.4
1108,601724.06
1109,296229.1
1110,931529.5
1111,1480143.0
1112,1414079.2
1113,340095.38
1114,347324.47
1115,1188358.9
1116,852738.4
1117,329115.34
1118,658637.25
1119,704419.2
1120,471852.9
1121,1022127.3
1122,367372.2
1123,1713642.4
1124,388211.5
1125,1166350.1
1126,254581.73
1127,999697.94
1128,272226.56
1129,1063295.4
1130,301558.2
1131,442504.53
1132,560391.56
1133,489897.1
1134,3333664.8
1135,854021.8
1136,1174936.5
1137,1026800.3
1138,456020.25
1139,572898.5
1140,585751.6
1141,247688.6
1142,485448.16
1143,409503.2
1144,378013.7
1145,573152.06
1146,346137.38
1147,511363.25
1148,1250359.1
1149,2103440.5
1150,473376.34
1151,366682.3
1152,4407216.0
1153,902545.6
1154,244863.19
1155,520737.34
1156,676007.7
1157,387739.03
1158,196127.75
1159,681032.3
1160,397097.94
1161,521848.47
1162,406278.8
1163,606712.44
1164,486229.8
1165,1617578.9
1166,512248.16
1167,501953.94
1168,356434.56
1169,1029317.1
1170,2576766.5
1171,1479972.1
1172,715901.94
1173,800592.4
1174,801135.44
1175,377022.2
1176,399034.78
1177,793602.7
1178,950574.7
1179,1684104.1
1180,537525.6
1181,973714.75
1182,258145.31
1183,200793.92
1184,543563.1
1185,395838.1
1186,188369.92
1187,398043.53
1188,861808.25
1189,271662.75
1190,1361574.4
1191,392755.03
1192,258806.19
1193,1237331.0
1194,592865.44
1195,197153.36
1196,305177.75
1197,427688.84
1198,419628.25
1199,351045.8
1200,422633.16
1201,651117.25
1202,540894.9
1203,244074.92
1204,278968.9
1205,345379.28
1206,368258.97
1207,272649.8
1208,1413592.5
1209,632055.44
1210,445516.03
1211,1120232.2
1212,383143.16
1213,1047307.8
1214,1087021.0
1215,198625.19
1216,411661.47
1217,852923.0
1218,391580.7
1219,539593.94
1220,679087.3
1221,449881.22
1222,186676.72
1223,397720.62
1224,620987.7
1225,543115.44
1226,395494.72
1227,370142.7
1228,615769.75
1229,814427.7
1230,370880.47
1231,1187141.2
1232,287423.84
1233,484188.25
1234,588838.8
1235,1241602.9
1236,296621.75
1237,2439407.8
1238,343641.9
1239,708878.44
1240,257093.05
1241,695494.44
1242,282975.03
1243,301142.9
1244,376092.78
1245,384803.8
1246,1613439.1
1247,1697756.2
1248,252996.67
1249,333658.9
1250,315348.66
1251,883166.44
1252,1360773.4
1253,553127.0
1254,378302.22
1255,1414448.9
1256,532594.4
1257,428289.66
1258,652642.25
1259,1107111.5
1260,548606.4
1261,386423.38
1262,216828.38
1263,897481.56
1264,387945.4
1265,1264062.0
1266,306927.53
1267,453136.5
1268,441082.12
1269,298384.5
1270,727632.2
1271,1351638.2
1272,658231.6
1273,1336747.6
1274,507948.78
1275,203241.23
1276,1270165.8
1277,558807.1
1278,890716.44
1279,1113443.4
1280,205344.98
1281,392305.8
1282,1033382.2
1283,941658.4
1284,582604.44
1285,860029.06
1286,388971.97
1287,335424.2
1288,333463.6
1289,309559.1
1290,1457612.4
1291,769622.7
1292,658473.4
1293,622832.2
1294,1910816.8
1295,407021.1
1296,726480.5
1297,390965.0
1298,287352.03
1299,559991.94
1300,1361752.2
1301,341500.06
1302,902307.25
1303,586374.25
1304,515387.7
1305,765902.4
1306,953701.0
1307,465427.5
1308,1748197.6
1309,780460.44
1310,333934.28
1311,412447.0
1312,331433.22
1313,883405.6
1314,235896.66
1315,1415096.5
1316,1147557.1
1317,290867.1
1318,373893.44
1319,536383.7
1320,748126.0
1321,909403.25
1322,1171922.8
1323,865680.6
1324,545570.4
1325,442945.75
1326,959286.3
1327,683448.75
1328,216014.14
1329,185608.23
1330,306618.0
1331,336715.16
1332,1347778.0
1333,558371.9
1334,697853.06
1335,881940.94
1336,612871.5
1337,417436.97
1338,360153.56
1339,551922.94
1340,315991.4
1341,823277.75
1342,562063.1
1343,1848942.2
1344,1479455.6
1345,1012037.8
1346,2004519.2
1347,743086.0
1348,823354.7
1349,642953.7
1350,336081.22
1351,408507.34
1352,537750.7
1353,1506007.6
1354,529818.75
1355,584679.5
1356,441082.12
1357,527917.25
1358,310211.03
1359,584977.9
1360,528907.5
1361,556166.9
1362,646173.5
1363,634576.44
1364,809026.7
1365,786613.2
1366,811151.2
1367,999107.0
1368,424226.62
1369,328625.75
1370,389914.6
1371,255801.5
1372,892124.25
1373,391227.94
1374,312432.72
1375,1558179.1
1376,504743.88
1377,575073.3
1378,340529.62
1379,323219.72
1380,410468.94
1381,324152.6
1382,799507.44
1383,278385.53
1384,704991.8
1385,683959.94
1386,1047867.25
1387,602750.4
1388,1122746.8
1389,284220.22
1390,2191117.2
1391,698598.2
1392,212736.36
1393,314954.94
1394,395725.62
1395,1311449.0
1396,199214.8
1397,890979.8
1398,669236.5
1399,808911.7
1400,992787.0
1401,335270.34
1402,401209.06
1403,945154.56
1404,344349.22
1405,1731208.5
1406,494205.3
1407,437129.03
1408,475254.47
1409,734190.0
1410,896911.75
1411,176656.19
1412,1250950.8
1413,1515779.8
1414,2577334.2
1415,770539.94
1416,439961.28
1417,1351278.8
1418,616798.3
1419,292848.56
1420,821320.4
1421,3436126.0
1422,1479455.6
1423,731417.6
1424,274105.62
1425,405584.3
1426,299979.75
1427,820438.1
1428,596902.5
1429,735003.4
1430,668865.1
1431,743438.3
1432,634186.2
1433,835164.2
1434,279267.56
1435,387372.38
1436,662967.3
1437,706967.2
1438,2115018.8
1439,2813115.0
1440,921907.8
1441,559991.94
1442,1115125.6
1443,435784.2
1444,1171623.4
1445,256283.02
1446,562419.7
1447,423053.38
1448,1118688.5
1449,1033904.6
1450,314019.5
1451,996834.25
1452,445115.56
1453,1353201.5
1454,328457.8
1455,404117.53
1456,375009.03
1457,267458.4
1458,608811.2
1459,379333.62
1460,365823.06
1461,413654.34
1462,1098038.2
1463,728888.56
1464,411439.7
1465,458308.3
1466,483855.44
1467,1520624.2
1468,861100.1
1469,336856.78
1470,955327.75
1471,361520.75
1472,545412.75
1473,543115.44
1474,539278.06
1475,2304511.2
1476,862836.25
1477,305457.88
1478,328305.3
1479,429321.84
1480,331069.3
1481,327215.03
1482,202958.06
1483,568855.06
1484,935328.8
1485,566364.44
1486,511421.28
1487,448903.66
1488,438126.1
1489,665656.6
1490,1318734.5
1491,751395.9
1492,291315.44
1493,1212380.9
1494,710305.0
1495,274972.78
1496,694498.9
1497,1916753.9
1498,406807.66
1499,279999.3
1500,332889.12
1501,559808.3
1502,693285.25
1503,1107629.0
1504,1310843.9
1505,684944.94
1506,417305.22
1507,431605.16
1508,1304819.6
1509,447991.0
1510,1218556.9
1511,402146.8
1512,1233044.4
1513,720417.4
1514,1327510.5
1515,536874.5
1516,543563.1
1517,424840.8
1518,580203.6
1519,367784.8
1520,217758.61
1521,258145.31
1522,594096.44
1523,548160.8
1524,361523.16
1525,247291.61
1526,217820.1
1527,523919.9
1528,334063.6
1529,1359407.6
1530,585748.8
1531,1102330.5
1532,2387573.5
1533,862836.25
1534,275292.62
1535,338263.9
1536,351327.8
1537,4280857.0
1538,377993.16
1539,354294.06
1540,676875.4
1541,991775.4
1542,465241.12
1543,583312.2
1544,287675.84
1545,539319.75
1546,360843.56
1547,1327510.5
1548,523791.5
1549,576540.56
1550,430870.22
1551,408568.53
1552,422540.06
1553,1673398.4
1554,965779.8
1555,1521282.9
1556,273021.38
1557,379889.34
1558,721359.94
1559,431354.16
1560,406423.34
1561,509255.5
1562,542299.75
1563,378302.22
1564,359194.84
1565,346973.88
1566,177170.95
1567,221398.22
1568,588838.8
1569,469911.6
1570,254573.23
1571,382500.97
1572,755467.0
1573,648852.9
1574,634242.44
1575,639853.0
1576,449257.4
1577,423355.25
1578,242160.97
1579,453138.66
1580,414243.34
1581,559970.6
1582,1476425.2
1583,310577.5
1584,460321.97
1585,286828.8
1586,373135.75
1587,367130.88
1588,973530.0
1589,442851.56
1590,324595.88
1591,834446.9
1592,377216.75
1593,393115.53
1594,328766.8
1595,218495.02
1596,626969.3
1597,666365.5
1598,960232.75
1599,1201666.5
1600,377040.88
1601,1746456.2
1602,550521.5
1603,312891.3
1604,1109323.5
1605,250479.25
1606,397720.62
1607,522705.16
1608,671364.5
1609,539686.06
1610,718857.44
1611,767529.3
1612,616577.1
1613,279089.97
1614,408636.3
1615,317668.66
1616,552665.06
1617,2183543.0
1618,675682.9
1619,1336879.0
1620,374227.3
1621,590114.4
1622,1286575.2
1623,489096.03
1624,509800.22
1625,557117.6
1626,205942.94
1627,996193.7
1628,285089.2
1629,634310.8
1630,508881.2
1631,1210398.5
1632,409448.9
1633,670222.6
1634,503023.53
1635,1556423.6
1636,631278.3
1637,434394.56
1638,2938813.8
1639,683641.06
1640,887309.0
1641,339808.47
1642,354816.5
1643,1130915.0
1644,1030795.5
1645,933520.7
1646,784056.25
1647,835322.7
1648,341707.28
1649,938797.06
1650,427660.72
1651,884760.56
1652,1359407.6
1653,751630.2
1654,380951.25
1655,1359407.6
1656,702392.0
1657,1604478.1
1658,439400.66
1659,1371218.5
1660,281618.44
1661,398939.28
1662,253119.98
1663,781055.4
1664,4073832.2
1665,395779.6
1666,424834.72
1667,599554.8
1668,354816.5
1669,454696.2
1670,593019.8
1671,299037.72
1672,1213113.0
1673,560693.06
1674,358311.44
1675,1518032.1
1676,601724.06
1677,286065.56
1678,373154.62
1679,351327.12
1680,411280.03
1681,331069.3
1682,532592.9
1683,403696.12
1684,356378.5
1685,1005266.9
1686,587229.3
1687,363483.0
1688,441082.12
1689,313285.16
1690,1037433.7
1691,1034222.2
1692,441699.25
1693,327999.56
1694,1071119.0
1695,530899.6
1696,476793.0
1697,331069.3
1698,308898.22
1699,649817.06
1700,353412.97
1701,460310.1
1702,934874.0
1703,546723.56
1704,646217.25
1705,1200649.2
1706,894696.5
1707,351574.16
1708,747937.7
1709,296611.56
1710,1247710.0
1711,492130.25
1712,295481.4
1713,272261.1
1714,351327.12
1715,280246.16
1716,259871.42
1717,431738.94
1718,386881.72
1719,356896.16
1720,366781.62
1721,378153.6
1722,853400.56
1723,289086.44
1724,557239.9
1725,996293.5
1726,343503.66
1727,957024.75
1728,1008626.0
1729,1719368.5
1730,211243.75
1731,590320.4
1732,590358.1
1733,1342268.8
1734,504338.25
1735,963145.56
1736,542988.06
1737,546245.6
1738,414567.8
1739,579183.06
1740,372443.9
1741,625686.9
1742,878960.1
1743,1297815.2
1744,245359.69
1745,396959.72
1746,463952.22
1747,1307459.1
1748,417282.53
1749,1314539.4
1750,815078.8
1751,554074.1
1752,228445.98
1753,391980.47
1754,278663.1
1755,402666.44
1756,181737.94
1757,360424.3
1758,355633.94
1759,529103.25
1760,971486.8
1761,856629.56
1762,1106918.2
1763,447458.97
1764,1770619.1
1765,1321240.9
1766,615913.06
1767,693096.2
1768,497286.88
1769,1470365.0
1770,2236119.5
1771,619197.0
1772,615834.94
1773,315948.6
1774,375895.94
1775,383219.16
1776,1353773.2
1777,469836.78
1778,1667214.6
1779,978773.9
1780,223944.34
1781,452894.56
1782,428920.38
1783,410436.03
1784,591007.06
1785,613651.7
1786,697310.9
1787,572077.94
1788,398457.16
1789,1325452.2
1790,917886.3
1791,782476.4
1792,807210.2
1793,427887.12
1794,745480.9
1795,345436.6
1796,1471780.5
1797,3966363.8
1798,455911.53
1799,1754094.5
1800,286140.6
1801,568311.2
1802,548606.4
1803,740830.94
1804,1656595.8
1805,389050.25
1806,614468.6
1807,739886.94
1808,601724.06
1809,1368695.6
1810,309559.1
1811,462699.53
1812,367634.0
1813,889999.8
1814,409375.5
1815,383127.8
1816,325902.66
1817,480631.53
1818,589870.2
1819,466825.12
1820,407010.22
1821,276659.9
1822,478916.62
1823,397278.25
1824,1333954.9
1825,576313.56
1826,253750.81
